# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 4 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4447
# Timestamp: Wed, 05-Jun-2024 22:59:31
Gene ID	Gene Name	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant' .foldChange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'ca1, ca4 double mutant'.pValue	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type' .foldChange	'500 ppm carbon dioxide' vs '150 ppm carbon dioxide' in 'wild type'.pValue	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide' .foldChange	'ca1, ca4 double mutant' vs 'wild type' in '150 ppm carbon dioxide'.pValue	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide' .foldChange	'ca1, ca4 double mutant' vs 'wild type' in '500 ppm carbon dioxide'.pValue
AT3G05995	AT3G05995	-0.1	0.999905277372085						
AT3G06010	CHR12	-0.1	0.999905277372085					-0.1	0.999602131988726
AT3G06020	FAF4	0.1	0.999905277372085	-0.1	0.955284891582613			0.1	0.999602131988726
AT3G06030	ANP3	-0.1	0.999905277372085	0.4	0.586619049153348			-0.5	0.015989095602929
AT3G06035	AT3G06035	0.2	0.999905277372085	0.5	0.372751702060758			-0.1	0.999602131988726
AT3G06040	AT3G06040	0.1	0.999905277372085	0.4	0.188530190969034			-0.3	0.761359921229173
AT3G06050	PRXIIF	0.1	0.999905277372085	0.2	0.728133710951151	0.1	0.999982111190236	0.1	0.999602131988726
AT3G06060	AT3G06060	0.1	0.999905277372085					0.1	0.999602131988726
AT3G06070	AT3G06070	0.1	0.999905277372085	-0.3	0.748117860352668			0.3	0.999602131988726
AT3G06080	TBL10	-0.1	0.999905277372085	-0.5	0.362647964590211			0.2	0.999602131988726
AT3G06100	NIP7-1	-0.2	0.999905277372085	-0.4	0.612155407259656			0.3	0.974076509964949
AT3G06110	DSPTP1B	-0.1	0.999905277372085	-0.1	0.91134961027206			0.1	0.999602131988726
AT3G06120	MUTE	-0.2	0.999905277372085	-0.3	0.694420021082056				
AT3G06130	HIPP32	-0.1	0.999905277372085	-0.1	0.813662908808418				
AT3G06140	LUL4	-0.1	0.999905277372085						
AT3G06145	AT3G06145	-0.1	0.999905277372085	0.3	0.630421458874022			-0.3	0.999602131988726
AT3G06150	AT3G06150	-0.1	0.999905277372085	-0.1	0.728698783569569				
AT3G06160	AT3G06160	-0.4	0.999905277372085	0.1	0.915946334946337	-0.1	0.999982111190236	-0.6	0.490866321235625
AT3G06170	AT3G06170	-0.1	0.999905277372085	-0.3	0.197109382248915			0.3	0.432972489028916
AT3G06180	AT3G06180	0.1	0.999905277372085	-0.2	0.67513778718276	-0.1	0.999982111190236	0.2	0.999602131988726
AT3G06190	BPM2	-0.1	0.999905277372085	-0.1	0.751444852446146			0.1	0.999602131988726
AT3G06200	GK3	0.1	0.999905277372085	0.1	0.876536800883013				
AT3G06210	AT3G06210	-0.2	0.999905277372085	-0.3	0.53994720588926			0.1	0.999602131988726
AT3G06220	AT3G06220	-0.2	0.999905277372085	0.3	0.669227159364228	0.1	0.999982111190236	-0.3	0.88212423740824
AT3G06240	AT3G06240			-0.1	0.827370580396119			0.1	0.999602131988726
AT3G06245	AT3G06245	-0.1	0.999905277372085						
AT3G06260	GATL4	-0.1	0.999905277372085	-0.1	0.932524229971875	0.1	0.999982111190236	0.2	0.999602131988726
AT3G06270	AT3G06270	0.1	0.999905277372085	-0.1	0.754062021176379			0.2	0.944034260681236
AT3G06290	SAC3B	-0.1	0.999905277372085	-0.4	0.432183599274823	-0.1	0.999982111190236	0.1	0.999602131988726
AT3G06300	P4H2	0.5	0.594066444411868	0.4	0.300515285110249			0.2	0.909203291450057
AT3G06310	AT3G06310	0.1	0.999905277372085	0.3	0.630046028163705				
AT3G06320	AT3G06320			0.4	0.191061872791428			-0.4	0.518339455885802
AT3G06330	AT3G06330			-0.2	0.843571984810257			0.2	0.999602131988726
AT3G06345	AT3G06345	0.1	0.999905277372085	-0.3	0.709549092362017	-0.1	0.999982111190236		
AT3G06350	EMB3004	0.3	0.999905277372085	0.2	0.7901857931577			0.1	0.999602131988726
AT3G06355	AT3G06355	-0.1	0.999905277372085	-0.1	0.906952888087523	-0.1	0.999982111190236	-0.4	0.846193595559511
AT3G06360	AGP27			0.1	0.967404425546714	-0.1	0.999982111190236	-0.3	0.999602131988726
AT3G06370	NHX4	0.1	0.999905277372085	0.3	0.635290092148494	0.1	0.999982111190236	-0.1	0.999602131988726
AT3G06380	TULP9			-0.4	0.511828331678264	-0.1	0.999982111190236	0.3	0.843104430398625
AT3G06390	AT3G06390			-0.1	0.87575047721129			0.1	0.999602131988726
AT3G06400	CHR11			-0.1	0.773724280714826				
AT3G06410	AT3G06410			-0.2	0.760162295729797			0.2	0.986377875613773
AT3G06420	ATG8H			-0.2	0.828420138483506			0.3	0.999602131988726
AT3G06425	AT3G06425	-0.2	0.999905277372085						
AT3G06430	EMB2750	-0.2	0.999905277372085	-0.1	0.928907433570194				
AT3G06435	AT3G06435	0.2	0.999905277372085						
AT3G06440	GALT3	-0.2	0.999905277372085	-0.2	0.626119060517586				
AT3G06450	BOR3							0.1	0.94708463248184
AT3G06455	AT3G06455			-0.1	0.868481949676749			0.1	0.999602131988726
AT3G06460	AT3G06460	-0.1	0.999905277372085	0.1	0.93752142086005				
AT3G06470	AT3G06470	0.1	0.999905277372085					0.2	0.999602131988726
AT3G06480	RH40	-0.1	0.999905277372085	-0.1	0.939675700774575				
AT3G06483	PDK	-0.1	0.999905277372085	-0.1	0.957647663400962	0.1	0.999982111190236	0.1	0.999602131988726
AT3G06490	MYB108			0.1	0.967154014117394			-0.1	0.999602131988726
AT3G06500	INVC	-0.1	0.999905277372085	-0.4	0.642733013185981			0.2	0.999602131988726
AT3G06510	SFR2	-0.1	0.999905277372085	-0.2	0.862160758516003			0.1	0.999602131988726
AT3G06520	AT3G06520	-0.1	0.999905277372085					-0.2	0.999602131988726
AT3G06530	AT3G06530	0.1	0.999905277372085	0.4	0.274654465442919			-0.3	0.837001153942381
AT3G06540	REP	0.1	0.999905277372085	0.1	0.727517024335353				
AT3G06550	AT3G06550	0.2	0.999905277372085	0.2	0.790601220312758				
AT3G06570	AT3G06570	-0.2	0.999905277372085	-0.3	0.579336074013048	0.1	0.999982111190236	0.2	0.999602131988726
AT3G06580	GAL1			0.1	0.918764900111118	0.1	0.999982111190236	0.1	0.999602131988726
AT3G06590	BHLH148	0.1	0.999905277372085	-0.2	0.814328433985573	-0.1	0.999982111190236	0.2	0.999602131988726
AT3G06600	SINE3	-0.1	0.999905277372085	-0.1	0.974783101993517			-0.1	0.999602131988726
AT3G06610	AT3G06610	0.1	0.999905277372085	0.2	0.572348126165226			-0.2	0.965541783272434
AT3G06620	AT3G06620	-0.2	0.999905277372085	-0.2	0.501438963545903	0.1	0.999982111190236	0.1	0.999602131988726
AT3G06630	AT3G06630	-0.3	0.999905277372085	-0.1	0.942760474216531			-0.2	0.999602131988726
AT3G06640	AT3G06640	-0.4	0.999905277372085	-0.5	0.361175480873523	-0.1	0.999982111190236		
AT3G06650	ACLB-1			0.1	0.907009114706265	0.1	0.999982111190236	0.1	0.999602131988726
AT3G06660	AT3G06660	-0.1	0.999905277372085	0.2	0.764842671717228	0.1	0.999982111190236	-0.2	0.999602131988726
AT3G06670	AT3G06670	-0.1	0.999905277372085	-0.1	0.852081083070133				
AT3G06680	AT3G06680	0.2	0.999905277372085	0.6	0.123835651126426			-0.4	0.482373453070339
AT3G06690	AT3G06690	-0.1	0.999905277372085			-0.1	0.999982111190236	-0.2	0.999602131988726
AT3G06700	RPL29A	0.2	0.999905277372085	0.6	0.20325281031091			-0.4	0.56150225432239
AT3G06710	AT3G06710	-0.1	0.999905277372085	-0.1	0.916164112114297				
AT3G06720	IMPA1	0.1	0.999905277372085	0.1	0.808087866189568				
AT3G06730	CITRX	0.1	0.999905277372085	0.5	0.3294576485082			-0.3	0.787969209136796
AT3G06740	GATA15			0.2	0.736265412693909	-0.1	0.999982111190236	-0.4	0.431612476331993
AT3G06750	AT3G06750	0.1	0.999905277372085	-0.2	0.572756541921034			0.3	0.999602131988726
AT3G06755	AT3G06755	-0.1	0.999905277372085						
AT3G06760	AT3G06760	0.1	0.999905277372085	-0.2	0.809137092035731			0.3	0.939080209264887
AT3G06770	AT3G06770	-0.1	0.999905277372085	-0.1	0.862160758516003	-0.1	0.999982111190236	-0.2	0.999602131988726
AT3G06778	AT3G06778	-0.3	0.999905277372085	-0.3	0.666718838690299	0.1	0.999982111190236	0.2	0.999602131988726
AT3G06780	AT3G06780	-0.1	0.999905277372085	-0.3	0.742611626833742			0.2	0.999602131988726
AT3G06790	MORF3			0.3	0.700327351996834			-0.2	0.999602131988726
AT3G06810	IBR3			-0.1	0.901819257229165			0.1	0.999602131988726
AT3G06820	BRCC36B	-0.2	0.999905277372085	-0.2	0.741684165884482				
AT3G06830	PME23	-0.1	0.999905277372085						
AT3G06840	AT3G06840	0.2	0.999905277372085	0.4	0.369981059837976			-0.1	0.999602131988726
AT3G06850	BCE2	0.2	0.999905277372085	-0.2	0.866064166308088			0.2	0.999602131988726
AT3G06860	MFP2	0.1	0.999905277372085			0.1	0.999982111190236	0.2	0.897021591309436
AT3G06868	AT3G06868	-0.2	0.999905277372085	-0.2	0.735302761845043	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G06880	AT3G06880	-0.1	0.999905277372085	0.1	0.917803394750099	0.1	0.999982111190236	-0.1	0.999602131988726
AT3G06890	AT3G06890	0.3	0.999905277372085			-0.1	0.999982111190236	0.1	0.999602131988726
AT3G06910	ULP1A	-0.2	0.999905277372085	-0.1	0.951787642426174			-0.1	0.999602131988726
AT3G06920	AT3G06920	-0.1	0.999905277372085					-0.2	0.999602131988726
AT3G06930	PRMT13	0.1	0.999905277372085	0.3	0.440373791887417			-0.2	0.921802260487367
AT3G06950	AT3G06950	0.1	0.999905277372085	0.3	0.340808412578967	0.1	0.999982111190236	-0.1	0.999602131988726
AT3G06955	AT3G06955	-0.1	0.999905277372085						
AT3G06960	TGD4			-0.2	0.58934363103497			0.2	0.967387139229073
AT3G06980	RH50	0.1	0.999905277372085	0.2	0.784790294972768			-0.1	0.999602131988726
AT3G06990	AT3G06990	0.5	0.999905277372085	0.2	0.89578748390782	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07000	AT3G07000	0.4	0.999905277372085						
AT3G07010	AT3G07010	-0.3	0.999905277372085	-0.2	0.701298315059528			-0.2	0.999602131988726
AT3G07020	UGT80A2	-0.1	0.999905277372085	-0.2	0.627261868538913			0.1	0.999602131988726
AT3G07030	AT3G07030	-0.1	0.999905277372085					-0.1	0.999602131988726
AT3G07040	RPM1	0.4	0.999905277372085					0.4	0.699961410634817
AT3G07050	NSN1	0.1	0.999905277372085	0.4	0.186940335813394			-0.3	0.581600459866376
AT3G07060	emb1974			0.1	0.857861321949752	-0.1	0.999982111190236	-0.2	0.965541783272434
AT3G07070	PBL26	0.1	0.999905277372085	-0.1	0.960110419591393				
AT3G07090	AT3G07090	0.2	0.999905277372085	0.3	0.618628123623562			-0.1	0.999602131988726
AT3G07100	ERMO2			-0.1	0.906581829911662			0.1	0.999602131988726
AT3G07105	AT3G07105	0.1	0.999905277372085						
AT3G07110	AT3G07110	0.2	0.999905277372085	0.6	0.134258961132544			-0.4	0.390204194397732
AT3G07120	AT3G07120	0.1	0.999905277372085	0.2	0.876746247645649				
AT3G07130	ATPAP15			0.3	0.524205381784439	0.2	0.999982111190236		
AT3G07150	AT3G07150			-0.1	0.932792168807668				
AT3G07160	ATGSL10	0.1	0.999905277372085						
AT3G07170	AT3G07170	0.1	0.999905277372085	0.2	0.632756377253447			-0.1	0.999602131988726
AT3G07190	AT3G07190	-0.1	0.999905277372085	-0.1	0.82404254099236			0.1	0.999602131988726
AT3G07195	AT3G07195	1.1	0.0399645453702182	0.6	0.373681091135687	0.1	0.999982111190236	0.4	0.861387851577017
AT3G07200	AT3G07200	-0.1	0.999905277372085					-0.1	0.999602131988726
AT3G07205	AT3G07205	0.1	0.999905277372085	-0.1	0.907616676985961			0.1	0.999602131988726
AT3G07215	AT3G07215	0.1	0.999905277372085	-0.2	0.822182057587422	-0.1	0.999982111190236		
AT3G07220	FHA2			-0.2	0.63951743894347	-0.1	0.999982111190236	0.1	0.999602131988726
AT3G07230	AT3G07230	0.1	0.999905277372085	0.4	0.415495553459889			-0.2	0.934306502638684
AT3G07255	AT3G07255	-1.3	0.00463311658338226	-0.8	0.102713342888434			0.4	0.909781288471498
AT3G07260	FHA1	-0.3	0.999905277372085	0.1	0.948217601870001	0.1	0.999982111190236		
AT3G07270	GCH1	0.1	0.999905277372085					0.2	0.999602131988726
AT3G07273	AT3G07273	-0.1	0.999905277372085	-0.3	0.727603532371912			0.2	0.999602131988726
AT3G07290	AT3G07290			0.5	0.340808412578967			-0.3	0.961314545139601
AT3G07300	AT3G07300			0.1	0.939398604757709				
AT3G07310	AT3G07310	-0.3	0.999905277372085	-0.4	0.213772501280852			0.1	0.999602131988726
AT3G07320	AT3G07320	0.1	0.999905277372085	0.3	0.644487832509544			-0.2	0.999602131988726
AT3G07330	CSLC6			0.1	0.856318585476587	0.1	0.999982111190236		
AT3G07340	BHLH62	-0.3	0.999905277372085			0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07350	AT3G07350			-0.3	0.748294848782297			0.2	0.999602131988726
AT3G07360	PUB9	-0.1	0.999905277372085	-0.4	0.446317019076554	-0.1	0.999982111190236	0.1	0.999602131988726
AT3G07370	CHIP							0.1	0.999602131988726
AT3G07390	AIR12	0.3	0.999905277372085	0.1	0.894272003466865			0.2	0.984664019783061
AT3G07400	AT3G07400			-0.1	0.834440953479043			0.2	0.967387139229073
AT3G07410	RABA5B	-0.1	0.999905277372085	0.2	0.76375112572961			-0.2	0.956407159955394
AT3G07420	SYNC2	-0.1	0.999905277372085	-0.3	0.476586486325806	-0.1	0.999982111190236		
AT3G07425	AT3G07425	0.1	0.999905277372085						
AT3G07430	YLMG1-1	0.1	0.999905277372085	0.5	0.120198061938862	0.1	0.999982111190236	-0.2	0.999602131988726
AT3G07440	AT3G07440	0.1	0.999905277372085	0.2	0.80340060153361				
AT3G07460	AT3G07460	-0.2	0.999905277372085	-0.2	0.766373560924971	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07470	AT3G07470			-0.1	0.960846446770692	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07480	AT3G07480	0.2	0.999905277372085	0.2	0.473604709960105				
AT3G07500	AT3G07500	-0.3	0.999905277372085	-0.2	0.807982047079514			0.1	0.999602131988726
AT3G07510	AT3G07510	0.2	0.999905277372085	-0.1	0.961610962821954			0.2	0.999602131988726
AT3G07520	GLR1.4	-0.1	0.999905277372085	-0.2	0.80340060153361			0.1	0.999602131988726
AT3G07525	ATG10			-0.2	0.624109240764575	-0.1	0.999982111190236	0.1	0.999602131988726
AT3G07530	AT3G07530	-0.1	0.999905277372085	-0.2	0.75781291641142	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07540	FH10			-0.1	0.857861321949752			0.1	0.999602131988726
AT3G07550	FBL12			-0.2	0.767057827685447	-0.1	0.999982111190236	0.1	0.999602131988726
AT3G07555	AT3G07555	0.1	0.999905277372085	0.1	0.933180086008765				
AT3G07560	PEX13			-0.4	0.406763297035764			0.3	0.859950462053793
AT3G07565	AT3G07565			-0.1	0.936835102271376	0.1	0.999982111190236	0.2	0.999602131988726
AT3G07568	AT3G07568	0.1	0.999905277372085	0.2	0.785037498922519				
AT3G07570	AT3G07570	0.1	0.999905277372085	-0.2	0.776244691054633			0.3	0.859143381214034
AT3G07580	AT3G07580	0.1	0.999905277372085	-0.1	0.957327886089693			0.2	0.999602131988726
AT3G07590	SMD1A			0.2	0.734366167193356			-0.3	0.927215677597639
AT3G07600	HIPP16	-0.2	0.999905277372085						
AT3G07610	IBM1			0.1	0.719550758098176			-0.2	0.763531859668715
AT3G07630	ADT2	0.1	0.999905277372085	0.2	0.813058119652587			-0.1	0.999602131988726
AT3G07640	AT3G07640			0.2	0.855461796910178			-0.1	0.999602131988726
AT3G07650	COL9	-0.1	0.999905277372085	-0.2	0.855106752822147			0.1	0.999602131988726
AT3G07660	AT3G07660	-0.1	0.999905277372085	0.1	0.942515699941675	0.1	0.999982111190236		
AT3G07670	AT3G07670					0.1	0.999982111190236		
AT3G07675	AT3G07675	0.2	0.999905277372085	0.2	0.874793197858101	0.1	0.999982111190236	0.2	0.999602131988726
AT3G07680	AT3G07680	0.2	0.999905277372085	0.3	0.412375105686858	0.1	0.999982111190236		
AT3G07690	AT3G07690	0.2	0.999905277372085	0.1	0.781629347033439	0.1	0.999982111190236	0.2	0.999602131988726
AT3G07700	AT3G07700			-0.3	0.621246834096129	0.1	0.999982111190236	0.3	0.84881111520079
AT3G07715	AT3G07715	0.1	0.999905277372085	-0.1	0.932524229971875			0.2	0.999602131988726
AT3G07720	AT3G07720			-0.1	0.891014823113774	0.2	0.999982111190236	0.3	0.724600433752149
AT3G07725	AT3G07725	-0.2	0.999905277372085					-0.2	0.999602131988726
AT3G07730	AT3G07730	-0.2	0.999905277372085	-0.1	0.976674850093851			-0.2	0.999602131988726
AT3G07735	AT3G07735			0.1	0.932792168807668			-0.2	0.999602131988726
AT3G07740	ADA2A	-0.2	0.999905277372085	-0.3	0.305580144674426				
AT3G07750	AT3G07750	0.1	0.999905277372085	0.3	0.6437844674562			-0.2	0.999602131988726
AT3G07760	AT3G07760	0.1	0.999905277372085	-0.2	0.61903382148901	-0.1	0.999982111190236	0.2	0.999602131988726
AT3G07770	HSP90-6	0.1	0.999905277372085	0.4	0.354825427603309			-0.3	0.64039507861064
AT3G07780	OBE1	0.2	0.999905277372085	-0.2	0.81171211679772			0.3	0.915286856350137
AT3G07790	AT3G07790	0.1	0.999905277372085	-0.2	0.772991023076684			0.2	0.977298253864292
AT3G07800	TK1A			0.2	0.72891401998842	0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07810	AT3G07810	0.1	0.999905277372085	0.2	0.406957538150554			-0.1	0.999602131988726
AT3G07825	AT3G07825			-0.3	0.739133139010239				
AT3G07860	SNRNP25			0.1	0.915946334946337			-0.2	0.999602131988726
AT3G07870	AT3G07870	0.1	0.999905277372085	-0.2	0.811624776853951			0.4	0.687805329816191
AT3G07875	AT3G07875	-0.2	0.999905277372085					-0.2	0.999602131988726
AT3G07880	GDI1			-0.1	0.689763709094641			0.1	0.999602131988726
AT3G07890	AT3G07890	0.1	0.999905277372085	0.1	0.929988724221153			0.1	0.999602131988726
AT3G07895	AT3G07895	0.1	0.999905277372085						
AT3G07900	OFUT24	0.2	0.999905277372085						
AT3G07910	AT3G07910			0.2	0.615577902838515			-0.2	0.839470952385726
AT3G07930	MBD4L	-0.2	0.999905277372085	-0.1	0.84579851649787			-0.1	0.999602131988726
AT3G07940	AGD11			-0.1	0.944422290597514				
AT3G07950	RBL19	0.1	0.999905277372085	0.2	0.726323228211847				
AT3G07960	PIP5K6	0.1	0.999905277372085	0.2	0.8705141153021			-0.1	0.999602131988726
AT3G07970	QRT2	0.2	0.999905277372085						
AT3G07980	MAP3KE2	-0.1	0.999905277372085	-0.1	0.899234952985679	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G07990	SCPL27							-0.1	0.999602131988726
AT3G08000	AT3G08000	-0.1	0.999905277372085					-0.1	0.999602131988726
AT3G08010	ATAB2	0.1	0.999905277372085	0.2	0.879686063292757	0.1	0.999982111190236	0.1	0.999602131988726
AT3G08020	AT3G08020	-0.1	0.999905277372085					-0.1	0.999602131988726
AT3G08030	AT3G08030	-0.1	0.999905277372085						
AT3G08040	DTX43	0.2	0.999905277372085					0.1	0.999602131988726
AT3G08045	AT3G08045	0.1	0.999905277372085						
AT3G08065	AT3G08065	-0.2	0.999905277372085	-0.3	0.710517687091399			-0.1	0.999602131988726
AT3G08115	AT3G08115	0.1	0.999905277372085						
AT3G08165	AT3G08165	0.1	0.999905277372085	0.1	0.951855415397961				
AT3G08170	AT3G08170	0.1	0.999905277372085						
AT3G08185	AT3G08185	0.2	0.999905277372085						
AT3G08220	AT3G08220	-0.3	0.999905277372085					-0.2	0.999602131988726
AT3G08225	AT3G08225					-0.1	0.999982111190236		
AT3G08240	AT3G08240	-0.2	0.999905277372085	-0.3	0.773556898744279				
AT3G08425	AT3G08425	-0.1	0.999905277372085						
AT3G08500	MYB83	-0.3	0.999905277372085	-0.1	0.913234345562211			-0.1	0.999602131988726
AT3G08505	MKRN	-0.2	0.999905277372085	-0.2	0.807614489182139	0.1	0.999982111190236	0.1	0.999602131988726
AT3G08510	PLC2	-0.2	0.999905277372085	-0.3	0.354621577368241			0.2	0.999602131988726
AT3G08520	RPL41G	0.1	0.999905277372085	0.4	0.404595499621657			-0.3	0.916615924277395
AT3G08530	CHC2	0.1	0.999905277372085	0.1	0.83722257923364			0.1	0.999602131988726
AT3G08550	ELD1	-0.1	0.999905277372085						
AT3G08570	AT3G08570			0.2	0.893261674151915			-0.2	0.999602131988726
AT3G08580	AAC1	0.3	0.999905277372085	0.4	0.0909521394733739	0.1	0.999982111190236	-0.1	0.999602131988726
AT3G08590	AT3G08590	0.2	0.999905277372085	0.2	0.78284262141944	0.1	0.999982111190236	0.1	0.999602131988726
AT3G08600	AT3G08600	-0.2	0.999905277372085					-0.2	0.999602131988726
AT3G08610	AT3G08610	0.1	0.999905277372085	0.2	0.402070328237525			-0.1	0.999602131988726
AT3G08620	AT3G08620							-0.1	0.999602131988726
AT3G08630	RER2	0.2	0.999905277372085	0.2	0.755376197011258				
AT3G08635	AT3G08635	-0.1	0.999905277372085	-0.3	0.626818138245084	-0.1	0.999982111190236	0.1	0.999602131988726
AT3G08640	RER3	0.4	0.999905277372085	0.4	0.201152563628001				
AT3G08650	AT3G08650			-0.2	0.749635527570785			0.2	0.999602131988726
AT3G08655	AT3G08655	-0.2	0.999905277372085	-0.4	0.534301346637404	-0.1	0.999982111190236		
AT3G08660	AT3G08660	0.2	0.999905277372085	0.1	0.945432850120123				
AT3G08670	AT3G08670	0.2	0.999905277372085	0.1	0.862160758516003			0.1	0.999602131988726
AT3G08680	AT3G08680	-0.1	0.999905277372085	0.1	0.893836894285413			-0.1	0.999602131988726
AT3G08685	AT3G08685	0.1	0.999905277372085						
AT3G08690	UBC11	0.1	0.999905277372085	-0.2	0.597618191022474			0.3	0.41424853857117
AT3G08710	TRX9	0.2	0.999905277372085	-0.1	0.910758686408077			0.3	0.368381718323135
AT3G08720	ATPK2	0.1	0.999905277372085	-0.2	0.804010818054778			0.4	0.367403258680959
AT3G08730	ATPK1	-0.1	0.999905277372085					-0.1	0.999602131988726
AT3G08740	AT3G08740			0.3	0.440528826761588	0.1	0.999982111190236	-0.2	0.999602131988726
AT3G08760	ATSIK	0.1	0.999905277372085	-0.4	0.537840594188591			0.4	0.216760604260467
AT3G08770	LTP6	-0.1	0.999905277372085	0.3	0.762120616657093			-0.5	0.561304784199392
AT3G08780	AT3G08780			-0.1	0.902503768907625			0.1	0.999602131988726
AT3G08795	AT3G08795	-0.2	0.999905277372085					-0.1	0.999602131988726
AT3G08800	SIEL	-0.2	0.999905277372085					-0.1	0.999602131988726
AT3G08810	AT3G08810	-0.1	0.999905277372085						
AT3G08820	PCMP-H84	0.1	0.999905277372085	0.5	0.374577300407472	0.1	0.999982111190236	-0.3	0.999602131988726
AT3G08840	AT3G08840	-0.1	0.999905277372085	-0.2	0.610938350848347	-0.1	0.999982111190236		
AT3G08850	RAPTOR1			-0.1	0.906436748392595			0.1	0.999602131988726
AT3G08860	PYD4	0.1	0.999905277372085						
AT3G08870	AT3G08870	0.6	0.915052535527041	0.2	0.808087866189568			0.2	0.999602131988726
AT3G08880	SPC24	-0.2	0.999905277372085	0.1	0.946197366632485	0.1	0.999982111190236	-0.2	0.843104430398625
AT3G08900	RGP3	-0.1	0.999905277372085						
AT3G08910	AT3G08910			0.2	0.822678625698334			-0.1	0.999602131988726
AT3G08920	STR10	-0.2	0.999905277372085					-0.2	0.82771931863331
AT3G08930	AT3G08930			-0.1	0.87511480957617				
AT3G08943	AT3G08943			0.3	0.442796708630907			-0.2	0.976950829055208
AT3G08947	AT3G08947	0.1	0.999905277372085	0.2	0.740168660977532			-0.2	0.992777079680173
AT3G08950	HCC1	0.3	0.999905277372085	0.3	0.646845304445143	-0.1	0.999982111190236	-0.1	0.999602131988726
AT3G08970	ERDJ3A	0.7	0.212252750540125	0.5	0.327603825595145	0.1	0.999982111190236	0.2	0.999602131988726
AT3G08980	AT3G08980			0.4	0.497067925388552	0.1	0.999982111190236	-0.2	0.968224018649813
AT3G08990	AT3G08990			0.1	0.877875509725132	-0.1	0.999982111190236	-0.3	0.951550073271246
AT3G09000	AT3G09000	0.1	0.999905277372085					0.1	0.999602131988726
AT3G09005	AT3G09005	0.2	0.999905277372085			-0.1	0.999982111190236	-0.2	0.999602131988726
AT3G09010	AT3G09010	0.7	0.576536826001407	0.4	0.567423057677936			0.4	0.868379024422653
AT3G09020	AT3G09020	0.8	0.410321531788894	0.2	0.824878271259467			0.5	0.734159312113977
AT3G09030	AT3G09030	-0.1	0.999905277372085	-0.3	0.37020225496397			0.1	0.984664019783061
AT3G09032	AT3G09032	-0.1	0.999905277372085	0.1	0.970190387452484			-0.1	0.999602131988726
AT3G09035	AT3G09035	-0.2	0.999905277372085	-0.1	0.813058119652587				
AT3G09040	AT3G09040	-0.2	0.999905277372085	0.2	0.736637320122834	0.1	0.999982111190236	-0.2	0.999602131988726
AT3G09050	AT3G09050	-0.2	0.999905277372085	0.1	0.973206342330523			-0.1	0.999602131988726
AT3G09055	AT3G09055			-0.3	0.744180801894279			0.1	0.999602131988726
AT3G09060	AT3G09060			0.1	0.952231712331635			-0.2	0.999602131988726
AT3G09070	OPS	-0.1	0.999905277372085	0.1	0.938904857447222	-0.1	0.999982111190236	-0.2	0.999602131988726
AT3G09080	AT3G09080	-0.1	0.999905277372085	0.4	0.658183014568226			-0.3	0.857163298623325
AT3G09085	AT3G09085	-0.1	0.999905277372085	-0.1	0.91266247560711			0.1	0.999602131988726
AT3G09090	DEX1	0.1	0.999905277372085	0.1	0.840540367528479				
AT3G09100	AT3G09100							-0.1	0.999602131988726
AT3G09145	AT3G09145	-0.1	0.999905277372085						
AT3G09150	HY2			0.4	0.305955531968873	0.1	0.999982111190236	-0.2	0.999602131988726
AT3G09160	AT3G09160	-0.4	0.999905277372085	-0.3	0.678397356987621			-0.1	0.999602131988726
AT3G09162	AT3G09162	-0.2	0.999905277372085	-0.2	0.811657495114079				
AT3G09180	MED27	0.1	0.999905277372085					0.1	0.999602131988726
AT3G09190	AT3G09190	0.1	0.999905277372085	0.2	0.783784317725184			-0.2	0.999602131988726
AT3G09200	RPP0B	0.1	0.999905277372085	0.3	0.61903382148901			-0.3	0.785587189387708
AT3G09210	PTAC13	-0.1	0.999905277372085	0.3	0.588572513462604	0.1	0.999982111190236	-0.2	0.999602131988726
AT3G09220	LAC7	0.1	0.999905277372085					0.1	0.999602131988726
AT3G09230	MYB1	0.1	0.999905277372085						
AT3G09240	AT3G09240	0.2	0.999905277372085						
AT3G09250	AT3G09250	0.1	0.999905277372085	0.4	0.604627725958558			-0.1	0.999602131988726
AT3G09260	BGLU23	0.1	0.999905277372085	0.1	0.910758686408077			0.1	0.999602131988726
AT3G09270	GSTU8			-0.3	0.610222245915397	0.2	0.999982111190236	0.6	0.18182012446493
AT3G09300	ORP3B	0.2	0.999905277372085	0.2	0.590373319095027				
